"67179";"HAEGEN"
"67180";"HAGUENAU"
"67181";"HANDSCHUHEIM"
"67182";"HANGENBIETEN"
"67183";"HARSKIRCHEN"
"67184";"HATTEN"
"67185";"HATTMATT"
"67186";"HEGENEY"
"67187";"HEIDOLSHEIM"
"67188";"HEILIGENBERG"
"67189";"HEILIGENSTEIN"
"67190";"HENGWILLER"
"67191";"HERBITZHEIM"
"67192";"HERBSHEIM"
"67194";"HERRLISHEIM"
"67195";"HESSENHEIM"
"67196";"HILSENHEIM"
"67197";"HINDISHEIM"
"67198";"HINSBOURG"
"67199";"HINSINGEN"
"67200";"HIPSHEIM"
"67201";"HIRSCHLAND"
"67202";"HOCHFELDEN"
"67203";"HOCHSTETT"
"67204";"HOENHEIM"
"67205";"HOERDT"
"67206";"HOFFEN"
"67207";"HOHATZENHEIM"
"67208";"HOHENGOEFT"
"67209";"HOHFRANKENHEIM"
"67210";"HOHWALD (LE)"
"67212";"HOLTZHEIM"
"67213";"HUNSPACH"
"67214";"HURTIGHEIM"
"67215";"HUTTENDORF"
"67216";"HUTTENHEIM"
"67217";"ICHTRATZHEIM"
"67218";"ILLKIRCH-GRAFFENSTADEN"
"67220";"INGENHEIM"
"67221";"INGOLSHEIM"
"67222";"INGWILLER"
"67223";"INNENHEIM"
"67225";"ISSENHAUSEN"
"67226";"ITTENHEIM"
"67227";"ITTERSWILLER"
"67228";"NEUGARTHEIM-ITTLENHEIM"
"67229";"JETTERSWILLER"
"67230";"KALTENHOUSE"
"67231";"KAUFFENHEIM"
"67232";"KEFFENACH"
"67233";"KERTZFELD"
"67234";"KESKASTEL"
"67235";"KESSELDORF"
"67236";"KIENHEIM"
"67237";"KILSTETT"
"67238";"KINDWILLER"
"67239";"KINTZHEIM"
"67240";"KIRCHHEIM"
"67241";"KIRRBERG"
"67242";"KIRRWILLER"
"67244";"KLEINGOEFT"
"67245";"KNOERSHEIM"
"67246";"KOGENHEIM"
"67247";"KOLBSHEIM"
"67248";"KRAUTERGERSHEIM"
"67249";"KRAUTWILLER"
"67250";"KRIEGSHEIM"
"67252";"KURTZENHOUSE"
"67253";"KUTTOLSHEIM"
"67254";"KUTZENHAUSEN"
"67255";"LALAYE"
"67256";"LAMPERTHEIM"
"67257";"LAMPERTSLOCH"
"67258";"LANDERSHEIM"
"67259";"LANGENSOULTZBACH"
"67260";"LAUBACH"
"67261";"LAUTERBOURG"
"67263";"LEMBACH"
"67264";"LEUTENHEIM"
"67265";"LICHTENBERG"
"67266";"LIMERSHEIM"
"67267";"LINGOLSHEIM"
"67268";"LIPSHEIM"
"67269";"LITTENHEIM"
"67270";"LIXHAUSEN"
"67271";"LOBSANN"
"67272";"LOCHWILLER"
"67273";"LOHR"
"67274";"LORENTZEN"
"67275";"LUPSTEIN"
"67276";"LUTZELHOUSE"
"67277";"MACKENHEIM"
"67278";"MACKWILLER"
"67279";"MAENNOLSHEIM"
"67280";"MAISONSGOUTTE"
"67281";"MARCKOLSHEIM"
"67282";"MARLENHEIM"
"67283";"MARMOUTIER"
"67285";"MATZENHEIM"
"67286";"MEISTRATZHEIM"
"67287";"MELSHEIM"
"67288";"MEMMELSHOFFEN"
"67289";"MENCHHOFFEN"
"67290";"MERKWILLER-PECHELBRONN"
"67291";"MERTZWILLER"
"67292";"MIETESHEIM"
"67293";"MINVERSHEIM"
"67295";"MITTELBERGHEIM"
"67296";"MITTELHAUSBERGEN"
"67297";"MITTELHAUSEN"
"67298";"MITTELSCHAEFFOLSHEIM"
"67299";"MOLLKIRCH"
"67300";"MOLSHEIM"
"67301";"MOMMENHEIM"
"67302";"MONSWILLER"
"67303";"MORSBRONN-LES-BAINS"
"67304";"MORSCHWILLER"
"67305";"MOTHERN"
"67306";"MUHLBACH-SUR-BRUCHE"
"67307";"MULHAUSEN"
"67308";"MUNCHHAUSEN"
"67309";"MUNDOLSHEIM"
"67310";"MUSSIG"
"67311";"MUTTERSHOLTZ"
"67312";"MUTZENHOUSE"
"67313";"MUTZIG"
"67314";"NATZWILLER"
"67315";"NEEWILLER-PRES-LAUTERBOURG"
"67317";"NEUBOIS"
"67319";"NEUHAEUSEL"
"67320";"NEUVE-EGLISE"
"67321";"NEUVILLER-LA-ROCHE"
"67322";"NEUWILLER-LES-SAVERNE"
"67324";"NIEDERBRONN-LES-BAINS"
"67325";"NIEDERHASLACH"
"67326";"NIEDERHAUSBERGEN"
"67327";"NIEDERLAUTERBACH"
"67328";"NIEDERMODERN"
"67329";"NIEDERNAI"
"67330";"NIEDERROEDERN"
"67331";"NIEDERSCHAEFFOLSHEIM"
"67333";"NIEDERSOULTZBACH"
"67334";"NIEDERSTEINBACH"
"67335";"NORDHEIM"
"67336";"NORDHOUSE"
"67337";"NOTHALTEN"
"67338";"OBENHEIM"
"67339";"BETSCHDORF"
"67340";"OBERBRONN"
"67341";"OBERDORF-SPACHBACH"
"67342";"OBERHASLACH"
"67343";"OBERHAUSBERGEN"
"67344";"OBERHOFFEN-LES-WISSEMBOURG"
"67345";"OBERHOFFEN-SUR-MODER"
"67346";"OBERLAUTERBACH"
"67347";"OBERMODERN-ZUTZENDORF"
"67348";"OBERNAI"
"67349";"OBERROEDERN"
"67350";"OBERSCHAEFFOLSHEIM"
"67351";"SEEBACH"
"67352";"OBERSOULTZBACH"
"67353";"OBERSTEINBACH"
"67354";"ODRATZHEIM"
"67355";"OERMINGEN"
"67356";"OFFENDORF"
"67358";"OFFWILLER"
"67359";"OHLUNGEN"
"67360";"OHNENHEIM"
"67361";"OLWISHEIM"
"67362";"ORSCHWILLER"
"67363";"OSTHOFFEN"
"67364";"OSTHOUSE"
"67365";"OSTWALD"
"67366";"OTTERSTHAL"
"67367";"OTTERSWILLER"
"67368";"OTTROTT"
"67369";"OTTWILLER"
"67370";"PETERSBACH"
"67371";"PETITE PIERRE (LA)"
"67372";"PFAFFENHOFFEN"
"67373";"PFALZWEYER"
"67374";"PFETTISHEIM"
"67375";"PFULGRIESHEIM"
"67377";"PLAINE"
"67378";"PLOBSHEIM"
"67379";"PREUSCHDORF"
"67380";"PRINTZHEIM"
"67381";"PUBERG"
"67382";"QUATZENHEIM"
"67383";"RANGEN"
"67384";"RANRUPT"
"67385";"RATZWILLER"
"67386";"RAUWILLER"
"67387";"REICHSFELD"
"67388";"REICHSHOFFEN"
"67389";"REICHSTETT"
"67391";"REINHARDSMUNSTER"
"67392";"REIPERTSWILLER"
"67394";"RETSCHWILLER"
"67395";"REUTENBOURG"
"67396";"REXINGEN"
"67397";"RHINAU"
"67398";"RICHTOLSHEIM"
"67400";"RIEDSELTZ"
"67401";"RIMSDORF"
"67402";"RINGELDORF"
"67403";"RINGENDORF"
"67404";"RITTERSHOFFEN"
"67405";"ROESCHWOOG"
"67406";"ROHR"
"67407";"ROHRWILLER"
"67408";"ROMANSWILLER"
"67409";"ROPPENHEIM"
"67410";"ROSENWILLER"
"67411";"ROSHEIM"
"67412";"ROSSFELD"
"67413";"ROSTEIG"
"67414";"ROTHAU"
"67415";"ROTHBACH"
"67416";"ROTT"
"67417";"ROTTELSHEIM"
"67418";"ROUNTZENHEIM"
"67420";"RUSS"
"67421";"SAALES"
"67422";"SAASENHEIM"
"67423";"SAESSOLSHEIM"
"67424";"SAINT BLAISE-LA-ROCHE"
"67425";"SAINT JEAN-SAVERNE"
"67426";"SAINT MARTIN"
"67427";"SAINT MAURICE"
"67428";"SAINT NABOR"
"67429";"SAINT PIERRE"
"67430";"SAINT PIERRE-BOIS"
"67431";"SALENTHAL"
"67432";"SALMBACH"
"67433";"SAND"
"67434";"SARRE-UNION"
"67435";"SARREWERDEN"
"67436";"SAULXURES"
"67437";"SAVERNE"
"67438";"SCHAEFFERSHEIM"
"67439";"SCHAFFHOUSE-SUR-ZORN"
"67440";"SCHAFFHOUSE-PRES-SELTZ"
"67441";"SCHALKENDORF"
"67442";"SCHARRACHBERGHEIM-IRMSTETT"
"67443";"SCHEIBENHARD"
"67444";"SCHERLENHEIM"
"67445";"SCHERWILLER"
"67446";"SCHILLERSDORF"
"67447";"SCHILTIGHEIM"
"67448";"SCHIRMECK"
"67449";"SCHIRRHEIN"
"67450";"SCHIRRHOFFEN"
"67451";"SCHLEITHAL"
"67452";"SCHNERSHEIM"
"67453";"SCHOENAU"
"67454";"SCHOENBOURG"
"67455";"SCHOENENBOURG"
"67456";"SCHOPPERTEN"
"67458";"SCHWEIGHOUSE-SUR-MODER"
"67459";"SCHWENHEIM"
"67460";"SCHWINDRATZHEIM"
"67461";"SCHWOBSHEIM"
"67462";"SELESTAT"
"67463";"SELTZ"
"67464";"SERMERSHEIM"
"67465";"SESSENHEIM"
"67466";"SIEGEN"
"67467";"SIEWILLER"
"67468";"SILTZHEIM"
"67469";"SINGRIST"
"67470";"SOLBACH"
"67471";"SOUFFELWEYERSHEIM"
"67472";"SOUFFLENHEIM"
"67473";"SOULTZ LES-BAINS"
"67474";"SOULTZ SOUS-FORETS"
"67475";"SPARSBACH"
"67476";"STATTMATTEN"
"67477";"STEIGE"
"67478";"STEINBOURG"
"67479";"STEINSELTZ"
"67480";"STILL"
"67481";"STOTZHEIM"
"67482";"STRASBOURG"
"67483";"STRUTH"
"67484";"STUNDWILLER"
"67485";"STUTZHEIM-OFFENHEIM"
"67486";"SUNDHOUSE"
"67487";"SURBOURG"
"67488";"THAL-DRULINGEN"
"67489";"THAL-MARMOUTIER"
"67490";"THANVILLE"
"67491";"TIEFFENBACH"
"67492";"TRAENHEIM"
"67493";"TRIEMBACH-AU-VAL"
"67494";"TRIMBACH"
"67495";"TRUCHTERSHEIM"
"67496";"UBERACH"
"67497";"UHLWILLER"
"67498";"UHRWILLER"
"67499";"URBEIS"
"67500";"URMATT"
"67501";"UTTENHEIM"
"67502";"UTTENHOFFEN"
"67503";"UTTWILLER"
"67504";"VALFF"
"67505";"VANCELLE (LA)"
"67506";"VENDENHEIM"
"67507";"VILLE"
"67508";"VOELLERDINGEN"
"67509";"VOLKSBERG"
"67510";"WAHLENHEIM"
"67511";"WALBOURG"
"67512";"WALCK (LA)"
"67513";"WALDERSBACH"
"67514";"WALDHAMBACH"
"67515";"WALDOLWISHEIM"
"67516";"WALTENHEIM-SUR-ZORN"
"67517";"WANGEN"
"67519";"WANTZENAU (LA)"
"67520";"WASSELONNE"
"67521";"WEINBOURG"
"67522";"WEISLINGEN"
"67523";"WEITBRUCH"
"67524";"WEITERSWILLER"
"67525";"WESTHOFFEN"
"67526";"WESTHOUSE"
"67527";"WESTHOUSE-MARMOUTIER"
"67528";"WEYER"
"67529";"WEYERSHEIM"
"67530";"WICKERSHEIM-WILSHAUSEN"
"67531";"WILDERSBACH"
"67532";"WILLGOTTHEIM"
"67534";"WILWISHEIM"
"67535";"WIMMENAU"
"67536";"WINDSTEIN"
"67537";"WINGEN"
"67538";"WINGEN-SUR-MODER"
"67539";"WINGERSHEIM"
"67540";"WINTERSHOUSE"
"67541";"WINTZENBACH"
"67542";"WINTZENHEIM-KOCHERSBERG"
"67543";"WISCHES"
"67544";"WISSEMBOURG"
"67545";"WITTERNHEIM"
"67546";"WITTERSHEIM"
"67547";"WITTISHEIM"
"67548";"WIWERSHEIM"
"67550";"WOERTH"
"67551";"WOLFISHEIM"
"67552";"WOLFSKIRCHEN"
"67553";"WOLSCHHEIM"
"67554";"WOLXHEIM"
"67555";"ZEHNACKER"
"67556";"ZEINHEIM"
"67557";"ZELLWILLER"
"67558";"ZINSWILLER"
"67559";"ZITTERSHEIM"
"67560";"ZOEBERSDORF"
"68001";"ALGOLSHEIM"
"68002";"ALTENACH"
"68004";"ALTKIRCH"
"68005";"AMMERSCHWIHR"
"68006";"AMMERZWILLER"
"68007";"ANDOLSHEIM"
"68008";"APPENWIHR"
"68009";"ARTZENHEIM"
"68010";"ASPACH"
"68011";"ASPACH-LE-BAS"
"68012";"ASPACH-LE-HAUT"
"68013";"ATTENSCHWILLER"
"68014";"AUBURE"
"68015";"BALDERSHEIM"
"68016";"BALGAU"
"68017";"BALLERSDORF"
"68018";"BALSCHWILLER"
"68019";"BALTZENHEIM"
"68020";"BANTZENHEIM"
"68021";"BARTENHEIM"
"68022";"BATTENHEIM"
"68023";"BEBLENHEIM"
"68024";"BELLEMAGNY"
"68025";"BENDORF"
"68026";"BENNWIHR"
"68027";"BERENTZWILLER"
"68028";"BERGHEIM"
"68029";"BERGHOLTZ"
"68030";"BERGHOLTZZELL"
"68031";"BERNWILLER"
"68032";"BERRWILLER"
"68033";"BETTENDORF"
"68034";"BETTLACH"
"68035";"BIEDERTHAL"
"68036";"BIESHEIM"
"68037";"BILTZHEIM"
"68038";"BISCHWIHR"
"68039";"BISEL"
"68040";"BITSCHWILLER-LES-THANN"
"68041";"BLODELSHEIM"
"68042";"BLOTZHEIM"
"68043";"BOLLWILLER"
"68044";"BONHOMME (LE)"
"68045";"BOURBACH-LE-BAS"
"68046";"BOURBACH-LE-HAUT"
"68049";"BOUXWILLER (68)"
"68050";"BRECHAUMONT"
"68051";"BREITENBACH-HAUT-RHIN"
"68052";"BRETTEN"
"68054";"BRINCKHEIM"
"68055";"BRUEBACH"
"68056";"BRUNSTATT"
"68057";"BUETHWILLER"
"68058";"BUHL (68)"
"68059";"BURNHAUPT-LE-BAS"
"68060";"BURNHAUPT-LE-HAUT"
"68061";"BUSCHWILLER"
"68062";"CARSPACH"
"68063";"CERNAY"
"68064";"CHALAMPE"
"68065";"CHAVANNES-SUR-L'ETANG"
"68066";"COLMAR"
"68067";"COURTAVON"
"68068";"DANNEMARIE"
"68069";"DESSENHEIM"
"68070";"DIDENHEIM"
"68071";"DIEFMATTEN"
"68072";"DIETWILLER"
"68073";"DOLLEREN"
"68074";"DURLINSDORF"
"68075";"DURMENACH"
"68076";"DURRENENTZEN"
"68077";"EGLINGEN"
"68078";"EGUISHEIM"
"68079";"ELBACH"
"68080";"EMLINGEN"
"68081";"SAINT BERNARD"
"68082";"ENSISHEIM"
"68083";"ESCHBACH-AU-VAL"
"68084";"ESCHENTZWILLER"
"68085";"ETEIMBES"
"68086";"FALKWILLER"
"68087";"FELDBACH"
"68088";"FELDKIRCH"
"68089";"FELLERING"
"68090";"FERRETTE"
"68091";"FESSENHEIM"
"68092";"FISLIS"
"68093";"FLAXLANDEN"
"68094";"FOLGENSBOURG"
"68095";"FORTSCHWIHR"
"68096";"FRANKEN"
"68097";"FRELAND"
"68098";"FRIESEN"
"68099";"FROENINGEN"
"68100";"FULLEREN"
"68101";"GALFINGUE"
"68102";"GEISHOUSE"
"68103";"GEISPITZEN"
"68104";"GEISWASSER"
"68105";"GILDWILLER"
"68106";"GOLDBACH-ALTENBACH"
"68107";"GOMMERSDORF"
"68108";"GRENTZINGEN"
"68109";"GRIESBACH-AU-VAL"
"68110";"GRUSSENHEIM"
"68111";"GUEBERSCHWIHR"
"68112";"GUEBWILLER"
"68113";"GUEMAR"
"68114";"GUEVENATTEN"
"68115";"GUEWENHEIM"
"68116";"GUNDOLSHEIM"
"68117";"GUNSBACH"
"68118";"HABSHEIM"
"68119";"HAGENBACH"
"68120";"HAGENTHAL-LE-BAS"
"68121";"HAGENTHAL-LE-HAUT"
"68122";"HARTMANNSWILLER"
"68123";"HATTSTATT"
"68124";"HAUSGAUEN"
"68125";"HECKEN"
"68126";"HEGENHEIM"
"68127";"HEIDWILLER"
"68128";"HEIMERSDORF"
"68129";"HEIMSBRUNN"
"68130";"HEITEREN"
"68131";"HEIWILLER"
"68132";"HELFRANTZKIRCH"
"68133";"HENFLINGEN"
"68134";"HERRLISHEIM-PRES-COLMAR"
"68135";"HESINGUE"
"68136";"HETTENSCHLAG"
"68137";"HINDLINGEN"
"68138";"HIRSINGUE"
"68139";"HIRTZBACH"
"68140";"HIRTZFELDEN"
"68141";"HOCHSTATT"
"68142";"HOHROD"
"68143";"HOLTZWIHR"
"68144";"HOMBOURG"
"68145";"HORBOURG-WIHR"
"68146";"HOUSSEN"
"68147";"HUNAWIHR"
"68148";"HUNDSBACH"
"68149";"HUNINGUE"
"68150";"HUSSEREN-LES-CHATEAUX"
"68151";"HUSSEREN-WESSERLING"
"68152";"ILLFURTH"
"68153";"ILLHAEUSERN"
"68154";"ILLZACH"
"68155";"INGERSHEIM"
"68156";"ISSENHEIM"
"68157";"JEBSHEIM"
"68158";"JETTINGEN"
"68159";"JUNGHOLTZ"
"68160";"KAPPELEN"
"68161";"KATZENTHAL"
"68162";"KAYSERSBERG"
"68163";"KEMBS"
"68164";"KIENTZHEIM"
"68165";"KIFFIS"
"68166";"KINGERSHEIM"
"68167";"KIRCHBERG"
"68168";"KNOERINGUE"
"68169";"KOESTLACH"
"68170";"KOETZINGUE"
"68171";"KRUTH"
"68172";"KUNHEIM"
"68173";"LABAROCHE"
"68174";"LANDSER"
"68175";"LAPOUTROIE"
"68176";"LARGITZEN"
"68177";"LAUTENBACH"
"68178";"LAUTENBACHZELL"
"68179";"LAUW"
"68180";"LEIMBACH"
"68181";"LEVONCOURT"
"68182";"LEYMEN"
"68183";"LIEBENSWILLER"
"68184";"LIEBSDORF"
"68185";"LIEPVRE"
"68186";"LIGSDORF"
"68187";"LINSDORF"
"68188";"LINTHAL"
"68189";"LOGELHEIM"
"68190";"LUCELLE"
"68191";"LUEMSCHWILLER"
"68192";"VALDIEU-LUTRAN"
"68193";"LUTTENBACH-PRES-MUNSTER"
"68194";"LUTTER"
"68195";"LUTTERBACH"
"68196";"MAGNY"
"68197";"MAGSTATT-LE-BAS"
"68198";"MAGSTATT-LE-HAUT"
"68199";"MALMERSPACH"
"68200";"MANSPACH"
"68201";"MASEVAUX"
"68202";"MERTZEN"
"68203";"MERXHEIM"
"68204";"METZERAL"
"68205";"MEYENHEIM"
"68206";"MICHELBACH"
"68207";"MICHELBACH-LE-BAS"
"68208";"MICHELBACH-LE-HAUT"
"68209";"MITTELWIHR"
"68210";"MITTLACH"
"68211";"MITZACH"
"68212";"MOERNACH"
"68213";"MOLLAU"
"68214";"MONTREUX-JEUNE"
"68215";"MONTREUX-VIEUX"
"68216";"MOOSLARGUE"
"68217";"MOOSCH"
"68218";"MORSCHWILLER-LE-BAS"
"68219";"MORTZWILLER"
"68221";"MUESPACH"
"68222";"MUESPACH-LE-HAUT"
"68223";"MUHLBACH-SUR-MUNSTER"
"68224";"MULHOUSE"
"68225";"MUNCHHOUSE"
"68226";"MUNSTER"
"68227";"MUNTZENHEIM"
"68228";"MUNWILLER"
"68229";"MURBACH"
"68230";"NAMBSHEIM"
"68231";"NEUF-BRISACH"
"68232";"NEUWILLER"
"68233";"NIEDERBRUCK"
"68234";"NIEDERENTZEN"
"68235";"NIEDERHERGHEIM"
"68237";"NIEDERMORSCHWIHR"
"68238";"NIFFER"
"68239";"OBERBRUCK"
"68240";"OBERDORF"
"68241";"OBERENTZEN"
"68242";"OBERHERGHEIM"
"68243";"OBERLARG"
"68244";"OBERMORSCHWIHR"
"68245";"OBERMORSCHWILLER"
"68246";"OBERSAASHEIM"
"68247";"ODEREN"
"68248";"OLTINGUE"
"68249";"ORBEY"
"68250";"ORSCHWIHR"
"68251";"OSENBACH"
"68252";"OSTHEIM"
"68253";"OTTMARSHEIM"
"68254";"PETIT LANDAU"
"68255";"PFAFFENHEIM"
"68256";"PFASTATT"
"68257";"PFETTERHOUSE"
"68258";"PULVERSHEIM"
"68259";"RAEDERSDORF"
"68260";"RAEDERSHEIM"
"68261";"RAMMERSMATT"
"68262";"RANSPACH"
"68263";"RANSPACH-LE-BAS"
"68264";"RANSPACH-LE-HAUT"
"68265";"RANTZWILLER"
"68266";"REGUISHEIM"
"68267";"REININGUE"
"68268";"RETZWILLER"
"68269";"RIBEAUVILLE"
"68270";"RICHWILLER"
"68271";"RIEDISHEIM"
"68272";"RIEDWIHR"
"68273";"RIESPACH"
"68274";"RIMBACH-PRES-GUEBWILLER"
"68275";"RIMBACH-PRES-MASEVAUX"
"68276";"RIMBACHZELL"
"68277";"RIQUEWIHR"
"68278";"RIXHEIM"
"68279";"RODEREN"
"68280";"RODERN"
"68281";"ROGGENHOUSE"
"68282";"ROMAGNY"
"68283";"ROMBACH-LE-FRANC"
"68284";"ROPPENTZWILLER"
"68285";"RORSCHWIHR"
"68286";"ROSENAU"
"68287";"ROUFFACH"
"68288";"RUEDERBACH"
"68289";"RUELISHEIM"
"68290";"RUSTENHART"
"68291";"RUMERSHEIM-LE-HAUT"
"68292";"SAINT AMARIN"
"68293";"SAINT COSME"
"68294";"SAINTE CROIX-AUX-MINES"
"68295";"SAINTE CROIX-EN-PLAINE"
"68296";"SAINT HIPPOLYTE"
"68297";"SAINT LOUIS"
"68298";"SAINTE MARIE-AUX-MINES"
"68299";"SAINT ULRICH"
"68300";"SAUSHEIM"
"68301";"SCHLIERBACH"
"68302";"SCHWEIGHOUSE-THANN"
"68303";"SCHWOBEN"
"68304";"SENTHEIM"
"68305";"SEPPOIS-LE-BAS"
"68306";"SEPPOIS-LE-HAUT"
"68307";"SEWEN"
"68308";"SICKERT"
"68309";"SIERENTZ"
"68310";"SIGOLSHEIM"
"68311";"SONDERNACH"
"68312";"SONDERSDORF"
"68313";"SOPPE-LE-BAS"
"68314";"SOPPE-LE-HAUT"
"68315";"SOULTZ HAUT-RHIN"
"68316";"SOULTZBACH-LES-BAINS"
"68317";"SOULTZEREN"
"68318";"SOULTZMATT"
"68319";"SPECHBACH-LE-BAS"
"68320";"SPECHBACH-LE-HAUT"
"68321";"STAFFELFELDEN"
"68322";"STEINBACH"
"68323";"STEINBRUNN-LE-BAS"
"68324";"STEINBRUNN-LE-HAUT"
"68325";"STEINSOULTZ"
"68326";"STERNENBERG"
"68327";"STETTEN"
"68328";"STORCKENSOHN"
"68329";"STOSSWIHR"
"68330";"STRUETH"
"68331";"SUNDHOFFEN"
"68332";"TAGOLSHEIM"
"68333";"TAGSDORF"
"68334";"THANN"
"68335";"THANNENKIRCH"
"68336";"TRAUBACH-LE-BAS"
"68337";"TRAUBACH-LE-HAUT"
"68338";"TURCKHEIM"
"68340";"UEBERSTRASS"
"68341";"UFFHEIM"
"68342";"UFFHOLTZ"
"68343";"UNGERSHEIM"
"68344";"URBES"
"68345";"URSCHENHEIM"
"68347";"VIEUX-FERRETTE"
"68348";"VIEUX-THANN"
